alphabet,id,han_num,chinese_name
M,mossy_cobblestone,2,苔石
M,mossy_cobblestone_slab,4,苔石台阶
M,mossy_cobblestone_stairs,4,苔石楼梯
M,mossy_cobblestone_wall,3,苔石墙
M,mossy_stone_brick_slab,5,苔石砖台阶
M,mossy_stone_brick_stairs,5,苔石砖楼梯
M,mossy_stone_brick_wall,4,苔石砖墙
M,mossy_stone_bricks,3,苔石砖
M,mourner_pottery_sherd,6,悲恸纹样陶片
M,mud,2,泥巴
M,mud_brick_slab,4,泥砖台阶
M,mud_brick_stairs,4,泥砖楼梯
M,mud_brick_wall,3,泥砖墙
M,mud_bricks,2,泥砖
M,muddy_mangrove_roots,6,沾泥的红树根
M,mushroom_stem,3,蘑菇柄
M,mushroom_stew,3,蘑菇煲
M,music_disc_11,4,音乐唱片
M,music_disc_13,4,音乐唱片
M,music_disc_5,4,音乐唱片
M,music_disc_blocks,4,音乐唱片
M,music_disc_cat,4,音乐唱片
M,music_disc_chirp,4,音乐唱片
M,music_disc_creator,4,音乐唱片
M,music_disc_creator_music_box,4,音乐唱片
M,music_disc_far,4,音乐唱片
M,music_disc_mall,4,音乐唱片
M,music_disc_mellohi,4,音乐唱片
M,music_disc_otherside,4,音乐唱片
M,music_disc_pigstep,4,音乐唱片
M,music_disc_precipice,4,音乐唱片
M,music_disc_relic,4,音乐唱片
M,music_disc_stal,4,音乐唱片
M,music_disc_strad,4,音乐唱片
M,music_disc_tears,4,音乐唱片
M,music_disc_wait,4,音乐唱片
M,music_disc_ward,4,音乐唱片
M,mutton,3,生羊肉
M,mycelium,3,菌丝体
N,name_tag,3,命名牌
N,nautilus_shell,4,鹦鹉螺壳
N,nether_brick,3,下界砖
N,nether_brick_fence,5,下界砖栅栏
N,nether_brick_slab,5,下界砖台阶
N,nether_brick_stairs,5,下界砖楼梯
N,nether_brick_wall,4,下界砖墙
N,nether_bricks,4,下界砖块
N,nether_gold_ore,5,下界金矿石
N,nether_quartz_ore,6,下界石英矿石
N,nether_sprouts,3,下界苗
N,nether_star,4,下界之星
N,nether_wart,3,下界疣
N,nether_wart_block,4,下界疣块
N,netherite_axe,5,下界合金斧
N,netherite_block,5,下界合金块
N,netherite_boots,6,下界合金靴子
N,netherite_chestplate,6,下界合金胸甲
N,netherite_helmet,6,下界合金头盔
N,netherite_hoe,5,下界合金锄
N,netherite_ingot,5,下界合金锭
N,netherite_leggings,6,下界合金护腿
N,netherite_pickaxe,5,下界合金镐
N,netherite_scrap,6,下界合金碎片
N,netherite_shovel,5,下界合金锹
N,netherite_sword,5,下界合金剑
N,netherite_upgrade_smithing_template,4,锻造模板
N,netherrack,3,下界岩
N,note_block,3,音符盒
O,oak_boat,3,橡木船
O,oak_button,4,橡木按钮
O,oak_chest_boat,5,橡木运输船
O,oak_door,3,橡木门
O,oak_fence,4,橡木栅栏
O,oak_fence_gate,5,橡木栅栏门
O,oak_hanging_sign,8,悬挂式橡木告示牌
O,oak_leaves,4,橡树树叶
O,oak_log,4,橡木原木
O,oak_planks,4,橡木木板
O,oak_pressure_plate,5,橡木压力板
O,oak_sapling,4,橡树树苗
O,oak_sign,5,橡木告示牌
O,oak_slab,4,橡木台阶
O,oak_stairs,4,橡木楼梯
O,oak_trapdoor,5,橡木活板门
O,oak_wood,2,橡木
O,observer,3,侦测器
O,obsidian,3,黑曜石
O,ochre_froglight,5,赭黄蛙明灯
O,ominous_bottle,4,不祥之瓶
O,ominous_trial_key,6,不祥试炼钥匙
O,open_eyeblossom,6,张开的眼眸花
O,orange_banner,4,橙色旗帜
O,orange_bed,3,橙色床
O,orange_bundle,5,橙色收纳袋
O,orange_candle,4,橙色蜡烛
O,orange_carpet,4,橙色地毯
O,orange_concrete,5,橙色混凝土
O,orange_concrete_powder,7,橙色混凝土粉末
O,orange_dye,4,橙色染料
O,orange_glazed_terracotta,6,橙色带釉陶瓦
O,orange_harness,4,橙色挽具
O,orange_shulker_box,5,橙色潜影盒
O,orange_stained_glass,6,橙色染色玻璃
O,orange_stained_glass_pane,7,橙色染色玻璃板
O,orange_terracotta,4,橙色陶瓦
O,orange_tulip,5,橙色郁金香
O,orange_wool,4,橙色羊毛
O,oxeye_daisy,2,滨菊
O,oxidized_chiseled_copper,7,氧化的雕纹铜块
O,oxidized_copper,5,氧化的铜块
O,oxidized_copper_bulb,5,氧化的铜灯
O,oxidized_copper_door,5,氧化的铜门
O,oxidized_copper_grate,6,氧化的铜格栅
O,oxidized_copper_trapdoor,7,氧化的铜活板门
O,oxidized_cut_copper,7,氧化的切制铜块
O,oxidized_cut_copper_slab,8,氧化的切制铜台阶
O,oxidized_cut_copper_stairs,8,氧化的切制铜楼梯
P,packed_ice,2,浮冰
P,packed_mud,2,泥坯
P,painting,1,画
P,pale_hanging_moss,4,苍白垂须
P,pale_moss_block,5,苍白苔藓块
P,pale_moss_carpet,6,苍白覆地苔藓
P,pale_oak_boat,5,苍白橡木船
P,pale_oak_button,6,苍白橡木按钮
P,pale_oak_chest_boat,7,苍白橡木运输船
P,pale_oak_door,5,苍白橡木门
P,pale_oak_fence,6,苍白橡木栅栏
P,pale_oak_fence_gate,7,苍白橡木栅栏门
P,pale_oak_hanging_sign,10,悬挂式苍白橡木告示牌
P,pale_oak_leaves,6,苍白橡树树叶
P,pale_oak_log,6,苍白橡木原木
P,pale_oak_planks,6,苍白橡木木板
P,pale_oak_pressure_plate,7,苍白橡木压力板
P,pale_oak_sapling,6,苍白橡树树苗
P,pale_oak_sign,7,苍白橡木告示牌
P,pale_oak_slab,6,苍白橡木台阶
P,pale_oak_stairs,6,苍白橡木楼梯
P,pale_oak_trapdoor,7,苍白橡木活板门
P,pale_oak_wood,4,苍白橡木
P,paper,1,纸
P,pearlescent_froglight,5,珠光蛙明灯
P,peony,2,牡丹
P,phantom_membrane,3,幻翼膜
P,piglin_banner_pattern,4,旗帜图案
P,piglin_head,4,猪灵的头
P,pink_banner,5,粉红色旗帜
P,pink_bed,4,粉红色床
P,pink_bundle,6,粉红色收纳袋
P,pink_candle,5,粉红色蜡烛
P,pink_carpet,5,粉红色地毯
P,pink_concrete,6,粉红色混凝土
P,pink_concrete_powder,8,粉红色混凝土粉末
P,pink_dye,5,粉红色染料
P,pink_glazed_terracotta,7,粉红色带釉陶瓦
P,pink_harness,5,粉红色挽具
P,pink_petals,5,粉红色花簇
P,pink_shulker_box,6,粉红色潜影盒
P,pink_stained_glass,7,粉红色染色玻璃
P,pink_stained_glass_pane,8,粉红色染色玻璃板
P,pink_terracotta,5,粉红色陶瓦
P,pink_tulip,6,粉红色郁金香
P,pink_wool,5,粉红色羊毛
P,piston,2,活塞
P,pitcher_plant,3,瓶子草
P,pitcher_pod,5,瓶子草荚果
P,plenty_pottery_sherd,6,富饶纹样陶片
P,podzol,3,灰化土
P,pointed_dripstone,4,滴水石锥
P,poisonous_potato,4,毒马铃薯
P,polished_andesite,5,磨制安山岩
P,polished_andesite_slab,7,磨制安山岩台阶
P,polished_andesite_stairs,7,磨制安山岩楼梯
P,polished_basalt,5,磨制玄武岩
P,polished_blackstone,4,磨制黑石
P,polished_blackstone_brick_slab,7,磨制黑石砖台阶
P,polished_blackstone_brick_stairs,7,磨制黑石砖楼梯
P,polished_blackstone_brick_wall,6,磨制黑石砖墙
P,polished_blackstone_bricks,5,磨制黑石砖
P,polished_blackstone_button,6,磨制黑石按钮
P,polished_blackstone_pressure_plate,7,磨制黑石压力板
P,polished_blackstone_slab,6,磨制黑石台阶
P,polished_blackstone_stairs,6,磨制黑石楼梯
P,polished_blackstone_wall,5,磨制黑石墙
P,polished_deepslate,5,磨制深板岩
P,polished_deepslate_slab,7,磨制深板岩台阶
P,polished_deepslate_stairs,7,磨制深板岩楼梯
P,polished_deepslate_wall,6,磨制深板岩墙
P,polished_diorite,5,磨制闪长岩
P,polished_diorite_slab,7,磨制闪长岩台阶
P,polished_diorite_stairs,7,磨制闪长岩楼梯
P,polished_granite,5,磨制花岗岩
P,polished_granite_slab,7,磨制花岗岩台阶
P,polished_granite_stairs,7,磨制花岗岩楼梯
P,polished_tuff,5,磨制凝灰岩
P,polished_tuff_slab,7,磨制凝灰岩台阶
P,polished_tuff_stairs,7,磨制凝灰岩楼梯
P,polished_tuff_wall,6,磨制凝灰岩墙
P,popped_chorus_fruit,5,爆裂紫颂果
P,poppy,3,虞美人
P,porkchop,3,生猪排
P,potato,3,马铃薯
P,potion,2,药水
P,powder_snow_bucket,3,细雪桶
P,powered_rail,4,动力铁轨
P,prismarine,3,海晶石
P,prismarine_brick_slab,6,海晶石砖台阶
P,prismarine_brick_stairs,6,海晶石砖楼梯
P,prismarine_bricks,4,海晶石砖
P,prismarine_crystals,4,海晶砂粒
P,prismarine_shard,4,海晶碎片
P,prismarine_slab,5,海晶石台阶
P,prismarine_stairs,5,海晶石楼梯
P,prismarine_wall,4,海晶石墙
P,prize_pottery_sherd,6,珍宝纹样陶片
P,pufferfish,2,河豚
P,pufferfish_bucket,3,河豚桶
P,pumpkin,2,南瓜
P,pumpkin_pie,3,南瓜派
P,pumpkin_seeds,4,南瓜种子
P,purple_banner,4,紫色旗帜
P,purple_bed,3,紫色床
P,purple_bundle,5,紫色收纳袋
P,purple_candle,4,紫色蜡烛
P,purple_carpet,4,紫色地毯
P,purple_concrete,5,紫色混凝土
P,purple_concrete_powder,7,紫色混凝土粉末
P,purple_dye,4,紫色染料
P,purple_glazed_terracotta,6,紫色带釉陶瓦
P,purple_harness,4,紫色挽具
P,purple_shulker_box,5,紫色潜影盒
P,purple_stained_glass,6,紫色染色玻璃
P,purple_stained_glass_pane,7,紫色染色玻璃板
P,purple_terracotta,4,紫色陶瓦
P,purple_wool,4,紫色羊毛
P,purpur_block,3,紫珀块
P,purpur_pillar,3,紫珀柱
P,purpur_slab,4,紫珀台阶
P,purpur_stairs,4,紫珀楼梯
Q,quartz,4,下界石英
Q,quartz_block,3,石英块
Q,quartz_bricks,3,石英砖
Q,quartz_pillar,3,石英柱
Q,quartz_slab,4,石英台阶
Q,quartz_stairs,4,石英楼梯
R,rabbit,3,生兔肉
R,rabbit_foot,3,兔子脚
R,rabbit_hide,3,兔子皮
R,rabbit_stew,3,兔肉煲
R,rail,2,铁轨
R,raiser_armor_trim_smithing_template,4,锻造模板
R,raw_copper,2,粗铜
R,raw_copper_block,3,粗铜块
R,raw_gold,2,粗金
R,raw_gold_block,3,粗金块
R,raw_iron,2,粗铁
R,raw_iron_block,3,粗铁块
R,recovery_compass,4,追溯指针
R,red_banner,4,红色旗帜
R,red_bed,3,红色床
R,red_bundle,5,红色收纳袋
R,red_candle,4,红色蜡烛
R,red_carpet,4,红色地毯
R,red_concrete,5,红色混凝土
R,red_concrete_powder,7,红色混凝土粉末
R,red_dye,4,红色染料
R,red_glazed_terracotta,6,红色带釉陶瓦
R,red_harness,4,红色挽具
R,red_mushroom,4,红色蘑菇
R,red_mushroom_block,6,红色蘑菇方块
R,red_nether_brick_slab,7,红色下界砖台阶
R,red_nether_brick_stairs,7,红色下界砖楼梯
R,red_nether_brick_wall,6,红色下界砖墙
R,red_nether_bricks,6,红色下界砖块
R,red_sand,2,红沙
R,red_sandstone,3,红砂岩
R,red_sandstone_slab,5,红砂岩台阶
R,red_sandstone_stairs,5,红砂岩楼梯
R,red_sandstone_wall,4,红砂岩墙
R,red_shulker_box,5,红色潜影盒
R,red_stained_glass,6,红色染色玻璃
R,red_stained_glass_pane,7,红色染色玻璃板
R,red_terracotta,4,红色陶瓦
R,red_tulip,5,红色郁金香
R,red_wool,4,红色羊毛
R,redstone,3,红石粉
R,redstone_block,3,红石块
R,redstone_lamp,3,红石灯
R,redstone_ore,4,红石矿石
R,redstone_torch,4,红石火把
R,repeater,5,红石中继器
R,resin_block,3,树脂块
R,resin_brick,3,树脂砖
R,resin_brick_slab,5,树脂砖台阶
R,resin_brick_stairs,5,树脂砖楼梯
R,resin_brick_wall,4,树脂砖墙
R,resin_bricks,4,树脂砖块
R,resin_clump,3,树脂团
R,respawn_anchor,3,重生锚
R,rib_armor_trim_smithing_template,4,锻造模板
R,rooted_dirt,4,缠根泥土
R,rose_bush,3,玫瑰丛
R,rotten_flesh,2,腐肉
S,saddle,1,鞍
S,salmon,3,生鲑鱼
S,salmon_bucket,3,鲑鱼桶
S,sand,2,沙子
S,sandstone,2,砂岩
S,sandstone_slab,4,砂岩台阶
S,sandstone_stairs,4,砂岩楼梯
S,sandstone_wall,3,砂岩墙
S,scaffolding,3,脚手架
S,scrape_pottery_sherd,6,刮削纹样陶片
S,sculk,3,幽匿块
S,sculk_catalyst,5,幽匿催发体
S,sculk_sensor,5,幽匿感测体
S,sculk_shrieker,5,幽匿尖啸体
S,sculk_vein,4,幽匿脉络
S,sea_lantern,3,海晶灯
S,sea_pickle,3,海泡菜
S,seagrass,2,海草
S,sentry_armor_trim_smithing_template,4,锻造模板
S,shaper_armor_trim_smithing_template,4,锻造模板
S,sheaf_pottery_sherd,6,麦捆纹样陶片
S,shears,2,剪刀
S,shelter_pottery_sherd,6,树荫纹样陶片
S,shield,2,盾牌
S,short_dry_grass,4,矮枯草丛
S,short_grass,3,矮草丛
S,shroomlight,3,菌光体
S,shulker_box,3,潜影盒
S,shulker_shell,3,潜影壳
S,silence_armor_trim_smithing_template,4,锻造模板
S,skeleton_skull,4,骷髅头颅
S,skull_banner_pattern,4,旗帜图案
S,skull_pottery_sherd,6,头颅纹样陶片
S,slime_ball,3,黏液球
S,slime_block,3,黏液块
S,small_amethyst_bud,5,小型紫晶芽
S,small_dripleaf,5,小型垂滴叶
S,smithing_table,3,锻造台
S,smoker,3,烟熏炉
S,smooth_basalt,5,平滑玄武岩
S,smooth_quartz,5,平滑石英块
S,smooth_quartz_slab,6,平滑石英台阶
S,smooth_quartz_stairs,6,平滑石英楼梯
S,smooth_red_sandstone,5,平滑红砂岩
S,smooth_red_sandstone_slab,7,平滑红砂岩台阶
S,smooth_red_sandstone_stairs,7,平滑红砂岩楼梯
S,smooth_sandstone,4,平滑砂岩
S,smooth_sandstone_slab,6,平滑砂岩台阶
S,smooth_sandstone_stairs,6,平滑砂岩楼梯
S,smooth_stone,4,平滑石头
S,smooth_stone_slab,6,平滑石头台阶
S,sniffer_egg,4,嗅探兽蛋
S,snort_pottery_sherd,6,嗅探纹样陶片
S,snout_armor_trim_smithing_template,4,锻造模板
S,snow,1,雪
S,snow_block,2,雪块
S,snowball,2,雪球
S,soul_campfire,4,灵魂营火
S,soul_lantern,4,灵魂灯笼
S,soul_sand,3,灵魂沙
S,soul_soil,3,灵魂土
S,soul_torch,4,灵魂火把
S,spawner,3,刷怪笼
S,spectral_arrow,3,光灵箭
S,spider_eye,3,蜘蛛眼
S,spire_armor_trim_smithing_template,4,锻造模板
S,splash_potion,4,喷溅药水
S,sponge,2,海绵
S,spore_blossom,3,孢子花
S,spruce_boat,4,云杉木船
S,spruce_button,5,云杉木按钮
S,spruce_chest_boat,6,云杉木运输船
S,spruce_door,4,云杉木门
S,spruce_fence,5,云杉木栅栏
S,spruce_fence_gate,6,云杉木栅栏门
S,spruce_hanging_sign,9,悬挂式云杉木告示牌
S,spruce_leaves,4,云杉树叶
S,spruce_log,4,云杉原木
S,spruce_planks,4,云杉木板
S,spruce_pressure_plate,6,云杉木压力板
S,spruce_sapling,4,云杉树苗
S,spruce_sign,6,云杉木告示牌
S,spruce_slab,5,云杉木台阶
S,spruce_stairs,5,云杉木楼梯
S,spruce_trapdoor,6,云杉木活板门
S,spruce_wood,3,云杉木
S,spyglass,3,望远镜
S,stick,2,木棍
S,sticky_piston,4,黏性活塞
S,stone,2,石头
S,stone_axe,2,石斧
S,stone_brick_slab,4,石砖台阶
S,stone_brick_stairs,4,石砖楼梯
S,stone_brick_wall,3,石砖墙
S,stone_bricks,2,石砖
S,stone_button,4,石头按钮
S,stone_hoe,2,石锄
S,stone_pickaxe,2,石镐
S,stone_pressure_plate,5,石头压力板
S,stone_shovel,2,石锹
S,stone_slab,4,石头台阶
S,stone_stairs,4,石头楼梯
S,stone_sword,2,石剑
S,stonecutter,3,切石机
S,string,1,线
S,stripped_acacia_log,7,去皮金合欢原木
S,stripped_acacia_wood,6,去皮金合欢木
S,stripped_bamboo_block,4,去皮竹块
S,stripped_birch_log,6,去皮白桦原木
S,stripped_birch_wood,5,去皮白桦木
S,stripped_cherry_log,6,去皮樱花原木
S,stripped_cherry_wood,5,去皮樱花木
S,stripped_crimson_hyphae,6,去皮绯红菌核
S,stripped_crimson_stem,6,去皮绯红菌柄
S,stripped_dark_oak_log,8,去皮深色橡木原木
S,stripped_dark_oak_wood,6,去皮深色橡木
S,stripped_jungle_log,6,去皮丛林原木
S,stripped_jungle_wood,5,去皮丛林木
S,stripped_mangrove_log,6,去皮红树原木
S,stripped_mangrove_wood,5,去皮红树木
S,stripped_oak_log,6,去皮橡木原木
S,stripped_oak_wood,4,去皮橡木
S,stripped_pale_oak_log,8,去皮苍白橡木原木
S,stripped_pale_oak_wood,6,去皮苍白橡木
S,stripped_spruce_log,6,去皮云杉原木
S,stripped_spruce_wood,5,去皮云杉木
S,stripped_warped_hyphae,6,去皮诡异菌核
S,stripped_warped_stem,6,去皮诡异菌柄
S,structure_block,4,结构方块
S,structure_void,4,结构空位
S,sugar,1,糖
S,sugar_cane,2,甘蔗
S,sunflower,3,向日葵
S,suspicious_gravel,5,可疑的沙砾
S,suspicious_sand,5,可疑的沙子
S,suspicious_stew,4,谜之炖菜
S,sweet_berries,3,甜浆果
T,tadpole_bucket,3,蝌蚪桶
T,tall_dry_grass,4,高枯草丛
T,tall_grass,3,高草丛
T,target,2,标靶
T,terracotta,2,陶瓦
T,tide_armor_trim_smithing_template,4,锻造模板
T,tinted_glass,4,遮光玻璃
T,tipped_arrow,2,药箭
T,tnt,3,TNT
T,tnt_minecart,5,TNT矿车
T,torch,2,火把
T,torchflower,3,火把花
T,torchflower_seeds,5,火把花种子
T,totem_of_undying,4,不死图腾
T,trapped_chest,3,陷阱箱
T,trial_key,4,试炼钥匙
T,trial_spawner,5,试炼刷怪笼
T,trident,3,三叉戟
T,tripwire_hook,3,绊线钩
T,tropical_fish,3,热带鱼
T,tropical_fish_bucket,4,热带鱼桶
T,tube_coral,3,管珊瑚
T,tube_coral_block,4,管珊瑚块
T,tube_coral_fan,4,管珊瑚扇
T,tuff,3,凝灰岩
T,tuff_brick_slab,6,凝灰岩砖台阶
T,tuff_brick_stairs,6,凝灰岩砖楼梯
T,tuff_brick_wall,5,凝灰岩砖墙
T,tuff_bricks,4,凝灰岩砖
T,tuff_slab,5,凝灰岩台阶
T,tuff_stairs,5,凝灰岩楼梯
T,tuff_wall,4,凝灰岩墙
T,turtle_egg,3,海龟蛋
T,turtle_helmet,3,海龟壳
T,turtle_scute,4,海龟鳞甲
T,twisting_vines,3,缠怨藤
V,vault,2,宝库
V,verdant_froglight,5,青翠蛙明灯
V,vex_armor_trim_smithing_template,4,锻造模板
V,vine,2,藤蔓
W,ward_armor_trim_smithing_template,4,锻造模板
W,warped_button,5,诡异木按钮
W,warped_door,4,诡异木门
W,warped_fence,5,诡异木栅栏
W,warped_fence_gate,6,诡异木栅栏门
W,warped_fungus,3,诡异菌
W,warped_fungus_on_a_stick,5,诡异菌钓竿
W,warped_hanging_sign,9,悬挂式诡异木告示牌
W,warped_hyphae,4,诡异菌核
W,warped_nylium,4,诡异菌岩
W,warped_planks,4,诡异木板
W,warped_pressure_plate,6,诡异木压力板
W,warped_roots,4,诡异菌索
W,warped_sign,6,诡异木告示牌
W,warped_slab,5,诡异木台阶
W,warped_stairs,5,诡异木楼梯
W,warped_stem,4,诡异菌柄
W,warped_trapdoor,6,诡异木活板门
W,warped_wart_block,4,诡异疣块
W,water_bucket,2,水桶
W,waxed_chiseled_copper,7,涂蜡的雕纹铜块
W,waxed_copper_block,5,涂蜡的铜块
W,waxed_copper_bulb,5,涂蜡的铜灯
W,waxed_copper_door,5,涂蜡的铜门
W,waxed_copper_grate,6,涂蜡的铜格栅
W,waxed_copper_trapdoor,7,涂蜡的铜活板门
W,waxed_cut_copper,7,涂蜡的切制铜块
W,waxed_cut_copper_slab,8,涂蜡的切制铜台阶
W,waxed_cut_copper_stairs,8,涂蜡的切制铜楼梯
W,waxed_exposed_chiseled_copper,9,涂蜡的斑驳雕纹铜块
W,waxed_exposed_copper,7,涂蜡的斑驳铜块
W,waxed_exposed_copper_bulb,7,涂蜡的斑驳铜灯
W,waxed_exposed_copper_door,7,涂蜡的斑驳铜门
W,waxed_exposed_copper_grate,8,涂蜡的斑驳铜格栅
W,waxed_exposed_copper_trapdoor,9,涂蜡的斑驳铜活板门
W,waxed_exposed_cut_copper,9,涂蜡的斑驳切制铜块
W,waxed_exposed_cut_copper_slab,10,涂蜡的斑驳切制铜台阶
W,waxed_exposed_cut_copper_stairs,10,涂蜡的斑驳切制铜楼梯
W,waxed_oxidized_chiseled_copper,9,涂蜡的氧化雕纹铜块
W,waxed_oxidized_copper,7,涂蜡的氧化铜块
W,waxed_oxidized_copper_bulb,7,涂蜡的氧化铜灯
W,waxed_oxidized_copper_door,7,涂蜡的氧化铜门
W,waxed_oxidized_copper_grate,8,涂蜡的氧化铜格栅
W,waxed_oxidized_copper_trapdoor,9,涂蜡的氧化铜活板门
W,waxed_oxidized_cut_copper,9,涂蜡的氧化切制铜块
W,waxed_oxidized_cut_copper_slab,10,涂蜡的氧化切制铜台阶
W,waxed_oxidized_cut_copper_stairs,10,涂蜡的氧化切制铜楼梯
W,waxed_weathered_chiseled_copper,9,涂蜡的锈蚀雕纹铜块
W,waxed_weathered_copper,7,涂蜡的锈蚀铜块
W,waxed_weathered_copper_bulb,7,涂蜡的锈蚀铜灯
W,waxed_weathered_copper_door,7,涂蜡的锈蚀铜门
W,waxed_weathered_copper_grate,8,涂蜡的锈蚀铜格栅
W,waxed_weathered_copper_trapdoor,9,涂蜡的锈蚀铜活板门
W,waxed_weathered_cut_copper,9,涂蜡的锈蚀切制铜块
W,waxed_weathered_cut_copper_slab,10,涂蜡的锈蚀切制铜台阶
W,waxed_weathered_cut_copper_stairs,10,涂蜡的锈蚀切制铜楼梯
W,wayfinder_armor_trim_smithing_template,4,锻造模板
W,weathered_chiseled_copper,7,锈蚀的雕纹铜块
W,weathered_copper,5,锈蚀的铜块
W,weathered_copper_bulb,5,锈蚀的铜灯
W,weathered_copper_door,5,锈蚀的铜门
W,weathered_copper_grate,6,锈蚀的铜格栅
W,weathered_copper_trapdoor,7,锈蚀的铜活板门
W,weathered_cut_copper,7,锈蚀的切制铜块
W,weathered_cut_copper_slab,8,锈蚀的切制铜台阶
W,weathered_cut_copper_stairs,8,锈蚀的切制铜楼梯
W,weeping_vines,3,垂泪藤
W,wet_sponge,3,湿海绵
W,wheat,2,小麦
W,wheat_seeds,4,小麦种子
W,white_banner,4,白色旗帜
W,white_bed,3,白色床
W,white_bundle,5,白色收纳袋
W,white_candle,4,白色蜡烛
W,white_carpet,4,白色地毯
W,white_concrete,5,白色混凝土
W,white_concrete_powder,7,白色混凝土粉末
W,white_dye,4,白色染料
W,white_glazed_terracotta,6,白色带釉陶瓦
W,white_harness,4,白色挽具
W,white_shulker_box,5,白色潜影盒
W,white_stained_glass,6,白色染色玻璃
W,white_stained_glass_pane,7,白色染色玻璃板
W,white_terracotta,4,白色陶瓦
W,white_tulip,5,白色郁金香
W,white_wool,4,白色羊毛
W,wild_armor_trim_smithing_template,4,锻造模板
W,wildflowers,3,野花簇
W,wind_charge,2,风弹
W,wither_rose,4,凋灵玫瑰
W,wither_skeleton_skull,6,凋灵骷髅头颅
W,wolf_armor,2,狼铠
W,wooden_axe,2,木斧
W,wooden_hoe,2,木锄
W,wooden_pickaxe,2,木镐
W,wooden_shovel,2,木锹
W,wooden_sword,2,木剑
W,writable_book,3,书与笔
W,written_book,2,成书
Y,yellow_banner,4,黄色旗帜
Y,yellow_bed,3,黄色床
Y,yellow_bundle,5,黄色收纳袋
Y,yellow_candle,4,黄色蜡烛
Y,yellow_carpet,4,黄色地毯
Y,yellow_concrete,5,黄色混凝土
Y,yellow_concrete_powder,7,黄色混凝土粉末
Y,yellow_dye,4,黄色染料
Y,yellow_glazed_terracotta,6,黄色带釉陶瓦
Y,yellow_harness,4,黄色挽具
Y,yellow_shulker_box,5,黄色潜影盒
Y,yellow_stained_glass,6,黄色染色玻璃
Y,yellow_stained_glass_pane,7,黄色染色玻璃板
Y,yellow_terracotta,4,黄色陶瓦
Y,yellow_wool,4,黄色羊毛
Z,zombie_head,4,僵尸的头
